Component,Origin,License,Copyright
jest-each@npm:24.9.0,https://yarnpkg.com/package/jest-each,MIT,
jest-environment-jsdom@npm:24.9.0,https://yarnpkg.com/package/jest-environment-jsdom,MIT,
jest-environment-node@npm:24.9.0,https://yarnpkg.com/package/jest-environment-node,MIT,
jest-get-type@npm:24.9.0,https://yarnpkg.com/package/jest-get-type,MIT,
jest-haste-map@npm:24.9.0,https://yarnpkg.com/package/jest-haste-map,MIT,
jest-jasmine2@npm:24.9.0,https://yarnpkg.com/package/jest-jasmine2,MIT,
jest-leak-detector@npm:24.9.0,https://yarnpkg.com/package/jest-leak-detector,MIT,
jest-matcher-utils@npm:24.9.0,https://yarnpkg.com/package/jest-matcher-utils,MIT,
jest-message-util@npm:24.9.0,https://yarnpkg.com/package/jest-message-util,MIT,
jest-mock@npm:24.9.0,https://yarnpkg.com/package/jest-mock,MIT,
jest-pnp-resolver@npm:1.2.1,https://yarnpkg.com/package/jest-pnp-resolver,MIT,
jest-regex-util@npm:24.9.0,https://yarnpkg.com/package/jest-regex-util,MIT,
jest-resolve-dependencies@npm:24.9.0,https://yarnpkg.com/package/jest-resolve-dependencies,MIT,
jest-resolve@npm:24.9.0,https://yarnpkg.com/package/jest-resolve,MIT,
jest-runner@npm:24.9.0,https://yarnpkg.com/package/jest-runner,MIT,
jest-runtime@npm:24.9.0,https://yarnpkg.com/package/jest-runtime,MIT,
jest-serializer@npm:24.9.0,https://yarnpkg.com/package/jest-serializer,MIT,
jest-snapshot@npm:24.9.0,https://yarnpkg.com/package/jest-snapshot,MIT,
jest-util@npm:24.9.0,https://yarnpkg.com/package/jest-util,MIT,
jest-validate@npm:24.9.0,https://yarnpkg.com/package/jest-validate,MIT,
jest-watcher@npm:24.9.0,https://yarnpkg.com/package/jest-watcher,MIT,
jest-worker@npm:24.9.0,https://yarnpkg.com/package/jest-worker,MIT,
jest@npm:24.9.0,https://yarnpkg.com/package/jest,MIT,
js-tokens@npm:4.0.0,https://yarnpkg.com/package/js-tokens,MIT,
js-yaml@npm:3.13.1,https://yarnpkg.com/package/js-yaml,MIT,
jsbn@npm:0.1.1,https://yarnpkg.com/package/jsbn,MIT,
jsdom@npm:11.12.0,https://yarnpkg.com/package/jsdom,MIT,
jsesc@npm:2.5.2,https://yarnpkg.com/package/jsesc,MIT,
json-buffer@npm:3.0.0,https://yarnpkg.com/package/json-buffer,MIT,
json-parse-better-errors@npm:1.0.2,https://yarnpkg.com/package/json-parse-better-errors,MIT,
json-schema-traverse@npm:0.4.1,https://yarnpkg.com/package/json-schema-traverse,MIT,
json-schema@npm:0.2.3,https://yarnpkg.com/package/json-schema,undefined,
json-stable-stringify-without-jsonify@npm:1.0.1,https://yarnpkg.com/package/json-stable-stringify-without-jsonify,MIT,
json-stringify-safe@npm:5.0.1,https://yarnpkg.com/package/json-stringify-safe,ISC,
json5@npm:2.1.1,https://yarnpkg.com/package/json5,MIT,
jsprim@npm:1.4.1,https://yarnpkg.com/package/jsprim,MIT,
keyv@npm:3.1.0,https://yarnpkg.com/package/keyv,MIT,
kind-of@npm:3.2.2,https://yarnpkg.com/package/kind-of,MIT,
kind-of@npm:4.0.0,https://yarnpkg.com/package/kind-of,MIT,
kind-of@npm:5.1.0,https://yarnpkg.com/package/kind-of,MIT,
kind-of@npm:6.0.2,https://yarnpkg.com/package/kind-of,MIT,
kleur@npm:3.0.3,https://yarnpkg.com/package/kleur,MIT,
left-pad@npm:1.3.0,https://yarnpkg.com/package/left-pad,WTFPL,
leven@npm:3.1.0,https://yarnpkg.com/package/leven,MIT,
levn@npm:0.3.0,https://yarnpkg.com/package/levn,MIT,
load-json-file@npm:4.0.0,https://yarnpkg.com/package/load-json-file,MIT,
locate-path@npm:3.0.0,https://yarnpkg.com/package/locate-path,MIT,
lodash.sortby@npm:4.7.0,https://yarnpkg.com/package/lodash.sortby,MIT,
lodash.unescape@npm:4.0.1,https://yarnpkg.com/package/lodash.unescape,MIT,
lodash@npm:4.17.15,https://yarnpkg.com/package/lodash,MIT,
loose-envify@npm:1.4.0,https://yarnpkg.com/package/loose-envify,MIT,
lowercase-keys@npm:1.0.1,https://yarnpkg.com/package/lowercase-keys,MIT,
lowercase-keys@npm:2.0.0,https://yarnpkg.com/package/lowercase-keys,MIT,
make-dir@npm:2.1.0,https://yarnpkg.com/package/make-dir,MIT,
makeerror@npm:1.0.11,https://yarnpkg.com/package/makeerror,BSD-3-Clause,
map-cache@npm:0.2.2,https://yarnpkg.com/package/map-cache,MIT,
map-visit@npm:1.0.0,https://yarnpkg.com/package/map-visit,MIT,
merge-stream@npm:2.0.0,https://yarnpkg.com/package/merge-stream,MIT,
micromatch@npm:3.1.10,https://yarnpkg.com/package/micromatch,MIT,
mime-db@npm:1.42.0,https://yarnpkg.com/package/mime-db,MIT,
mime-types@npm:2.1.25,https://yarnpkg.com/package/mime-types,MIT,
mimic-fn@npm:2.1.0,https://yarnpkg.com/package/mimic-fn,MIT,
mimic-response@npm:1.0.1,https://yarnpkg.com/package/mimic-response,MIT,
minimatch@npm:3.0.4,https://yarnpkg.com/package/minimatch,ISC,
minimist@npm:0.0.8,https://yarnpkg.com/package/minimist,MIT,
minimist@npm:1.2.0,https://yarnpkg.com/package/minimist,MIT,
minipass@npm:2.9.0,https://yarnpkg.com/package/minipass,ISC,
minizlib@npm:1.3.3,https://yarnpkg.com/package/minizlib,MIT,
mixin-deep@npm:1.3.2,https://yarnpkg.com/package/mixin-deep,MIT,
mkdirp@npm:0.5.1,https://yarnpkg.com/package/mkdirp,MIT,
ms@npm:2.0.0,https://yarnpkg.com/package/ms,MIT,
ms@npm:2.1.2,https://yarnpkg.com/package/ms,MIT,
mute-stream@npm:0.0.8,https://yarnpkg.com/package/mute-stream,ISC,
nan@npm:2.14.0,https://yarnpkg.com/package/nan,MIT,
nanomatch@npm:1.2.13,https://yarnpkg.com/package/nanomatch,MIT,
natural-compare@npm:1.4.0,https://yarnpkg.com/package/natural-compare,MIT,
needle@npm:2.4.0,https://yarnpkg.com/package/needle,MIT,
neo-async@npm:2.6.1,https://yarnpkg.com/package/neo-async,MIT,
nice-try@npm:1.0.5,https://yarnpkg.com/package/nice-try,MIT,
node-gyp@npm:6.0.1,https://yarnpkg.com/package/node-gyp,MIT,
node-int64@npm:0.4.0,https://yarnpkg.com/package/node-int64,MIT,
node-modules-regexp@npm:1.0.0,https://yarnpkg.com/package/node-modules-regexp,MIT,
node-notifier@npm:5.4.3,https://yarnpkg.com/package/node-notifier,MIT,
node-pre-gyp@npm:0.12.0,https://yarnpkg.com/package/node-pre-gyp,BSD-3-Clause,
nopt@npm:4.0.1,https://yarnpkg.com/package/nopt,ISC,
normalize-package-data@npm:2.5.0,https://yarnpkg.com/package/normalize-package-data,BSD-2-Clause,
normalize-path@npm:2.1.1,https://yarnpkg.com/package/normalize-path,MIT,
normalize-path@npm:3.0.0,https://yarnpkg.com/package/normalize-path,MIT,
normalize-url@npm:4.5.0,https://yarnpkg.com/package/normalize-url,MIT,
npm-bundled@npm:1.0.6,https://yarnpkg.com/package/npm-bundled,ISC,
npm-packlist@npm:1.4.6,https://yarnpkg.com/package/npm-packlist,ISC,
npm-run-path@npm:2.0.2,https://yarnpkg.com/package/npm-run-path,MIT,
npmlog@npm:4.1.2,https://yarnpkg.com/package/npmlog,ISC,
number-is-nan@npm:1.0.1,https://yarnpkg.com/package/number-is-nan,MIT,
nwsapi@npm:2.2.0,https://yarnpkg.com/package/nwsapi,MIT,
oauth-sign@npm:0.9.0,https://yarnpkg.com/package/oauth-sign,Apache-2.0,
object-assign@npm:4.1.1,https://yarnpkg.com/package/object-assign,MIT,
object-copy@npm:0.1.0,https://yarnpkg.com/package/object-copy,MIT,
object-inspect@npm:1.7.0,https://yarnpkg.com/package/object-inspect,MIT,
object-keys@npm:1.1.1,https://yarnpkg.com/package/object-keys,MIT,
object-visit@npm:1.0.1,https://yarnpkg.com/package/object-visit,MIT,
object.assign@npm:4.1.0,https://yarnpkg.com/package/object.assign,MIT,
object.getownpropertydescriptors@npm:2.0.3,https://yarnpkg.com/package/object.getownpropertydescriptors,MIT,
object.pick@npm:1.3.0,https://yarnpkg.com/package/object.pick,MIT,
once@npm:1.4.0,https://yarnpkg.com/package/once,ISC,
onetime@npm:5.1.0,https://yarnpkg.com/package/onetime,MIT,
optimist@npm:0.6.1,https://yarnpkg.com/package/optimist,MIT/X11,
optionator@npm:0.8.3,https://yarnpkg.com/package/optionator,MIT,
os-homedir@npm:1.0.2,https://yarnpkg.com/package/os-homedir,MIT,
os-tmpdir@npm:1.0.2,https://yarnpkg.com/package/os-tmpdir,MIT,
osenv@npm:0.1.5,https://yarnpkg.com/package/osenv,ISC,
p-cancelable@npm:1.1.0,https://yarnpkg.com/package/p-cancelable,MIT,
p-each-series@npm:1.0.0,https://yarnpkg.com/package/p-each-series,MIT,
p-finally@npm:1.0.0,https://yarnpkg.com/package/p-finally,MIT,
p-limit@npm:2.2.1,https://yarnpkg.com/package/p-limit,MIT,
p-locate@npm:3.0.0,https://yarnpkg.com/package/p-locate,MIT,
p-reduce@npm:1.0.0,https://yarnpkg.com/package/p-reduce,MIT,
p-try@npm:2.2.0,https://yarnpkg.com/package/p-try,MIT,
parent-module@npm:1.0.1,https://yarnpkg.com/package/parent-module,MIT,
parse-json@npm:4.0.0,https://yarnpkg.com/package/parse-json,MIT,
parse5@npm:4.0.0,https://yarnpkg.com/package/parse5,MIT,
pascalcase@npm:0.1.1,https://yarnpkg.com/package/pascalcase,MIT,
path-dirname@npm:1.0.2,https://yarnpkg.com/package/path-dirname,MIT,
path-exists@npm:3.0.0,https://yarnpkg.com/package/path-exists,MIT,
path-is-absolute@npm:1.0.1,https://yarnpkg.com/package/path-is-absolute,MIT,
path-key@npm:2.0.1,https://yarnpkg.com/package/path-key,MIT,
path-parse@npm:1.0.6,https://yarnpkg.com/package/path-parse,MIT,
path-type@npm:3.0.0,https://yarnpkg.com/package/path-type,MIT,
performance-now@npm:2.1.0,https://yarnpkg.com/package/performance-now,MIT,
pify@npm:3.0.0,https://yarnpkg.com/package/pify,MIT,
pify@npm:4.0.1,https://yarnpkg.com/package/pify,MIT,
pirates@npm:4.0.1,https://yarnpkg.com/package/pirates,MIT,
pkg-dir@npm:3.0.0,https://yarnpkg.com/package/pkg-dir,MIT,
pn@npm:1.1.0,https://yarnpkg.com/package/pn,MIT,
posix-character-classes@npm:0.1.1,https://yarnpkg.com/package/posix-character-classes,MIT,
prelude-ls@npm:1.1.2,https://yarnpkg.com/package/prelude-ls,undefined,
prepend-http@npm:2.0.0,https://yarnpkg.com/package/prepend-http,MIT,
pretty-format@npm:24.9.0,https://yarnpkg.com/package/pretty-format,MIT,
process-nextick-args@npm:2.0.1,https://yarnpkg.com/package/process-nextick-args,MIT,
progress@npm:2.0.3,https://yarnpkg.com/package/progress,MIT,
prompts@npm:2.3.0,https://yarnpkg.com/package/prompts,MIT,
property-expr@npm:1.5.1,https://yarnpkg.com/package/property-expr,MIT,
psl@npm:1.4.0,https://yarnpkg.com/package/psl,MIT,
pump@npm:3.0.0,https://yarnpkg.com/package/pump,MIT,
punycode@npm:1.4.1,https://yarnpkg.com/package/punycode,MIT,
punycode@npm:2.1.1,https://yarnpkg.com/package/punycode,MIT,
qs@npm:6.5.2,https://yarnpkg.com/package/qs,BSD-3-Clause,
rc@npm:1.2.8,https://yarnpkg.com/package/rc,(BSD-2-Clause OR MIT OR Apache-2.0),
react-is@npm:16.12.0,https://yarnpkg.com/package/react-is,MIT,
read-pkg-up@npm:4.0.0,https://yarnpkg.com/package/read-pkg-up,MIT,
read-pkg@npm:3.0.0,https://yarnpkg.com/package/read-pkg,MIT,
readable-stream@npm:2.3.6,https://yarnpkg.com/package/readable-stream,MIT,
readable-stream@npm:2.3.7,https://yarnpkg.com/package/readable-stream,MIT,
readdirp@npm:2.2.1,https://yarnpkg.com/package/readdirp,MIT,
realpath-native@npm:1.1.0,https://yarnpkg.com/package/realpath-native,MIT,
regenerator-runtime@npm:0.13.3,https://yarnpkg.com/package/regenerator-runtime,MIT,
regex-not@npm:1.0.2,https://yarnpkg.com/package/regex-not,MIT,
regexpp@npm:2.0.1,https://yarnpkg.com/package/regexpp,MIT,
remove-trailing-separator@npm:1.1.0,https://yarnpkg.com/package/remove-trailing-separator,ISC,
repeat-element@npm:1.1.3,https://yarnpkg.com/package/repeat-element,MIT,
repeat-string@npm:1.6.1,https://yarnpkg.com/package/repeat-string,MIT,
request-promise-core@npm:1.1.3,https://yarnpkg.com/package/request-promise-core,ISC,
request-promise-native@npm:1.0.8,https://yarnpkg.com/package/request-promise-native,ISC,
request@npm:2.88.0,https://yarnpkg.com/package/request,Apache-2.0,
require-directory@npm:2.1.1,https://yarnpkg.com/package/require-directory,MIT,
require-main-filename@npm:2.0.0,https://yarnpkg.com/package/require-main-filename,ISC,
resolve-cwd@npm:2.0.0,https://yarnpkg.com/package/resolve-cwd,MIT,
resolve-from@npm:3.0.0,https://yarnpkg.com/package/resolve-from,MIT,
resolve-from@npm:4.0.0,https://yarnpkg.com/package/resolve-from,MIT,
resolve-url@npm:0.2.1,https://yarnpkg.com/package/resolve-url,MIT,
resolve@npm:1.1.7,https://yarnpkg.com/package/resolve,MIT,
resolve@npm:1.14.2,https://yarnpkg.com/package/resolve,MIT,
resolve@patch:resolve@npm%3A1.1.7#builtin<compat/resolve>::version=1.1.7&hash=88bf65,https://yarnpkg.com/package/resolve,MIT,
resolve@patch:resolve@npm%3A1.14.2#builtin<compat/resolve>::version=1.14.2&hash=88bf65,https://yarnpkg.com/package/resolve,MIT,
responselike@npm:1.0.2,https://yarnpkg.com/package/responselike,MIT,
restore-cursor@npm:3.1.0,https://yarnpkg.com/package/restore-cursor,MIT,
ret@npm:0.1.15,https://yarnpkg.com/package/ret,MIT,
rimraf@npm:2.6.3,https://yarnpkg.com/package/rimraf,ISC,
rimraf@npm:2.7.1,https://yarnpkg.com/package/rimraf,ISC,
rsvp@npm:4.8.5,https://yarnpkg.com/package/rsvp,MIT,
run-async@npm:2.3.0,https://yarnpkg.com/package/run-async,MIT,
rxjs@npm:6.5.4,https://yarnpkg.com/package/rxjs,Apache-2.0,
safe-buffer@npm:5.1.2,https://yarnpkg.com/package/safe-buffer,MIT,
safe-regex@npm:1.1.0,https://yarnpkg.com/package/safe-regex,MIT,
safer-buffer@npm:2.1.2,https://yarnpkg.com/package/safer-buffer,MIT,
sane@npm:4.1.0,https://yarnpkg.com/package/sane,MIT,
sax@npm:1.2.4,https://yarnpkg.com/package/sax,ISC,
semver@npm:5.7.1,https://yarnpkg.com/package/semver,ISC,
semver@npm:6.3.0,https://yarnpkg.com/package/semver,ISC,
set-blocking@npm:2.0.0,https://yarnpkg.com/package/set-blocking,ISC,
set-value@npm:2.0.1,https://yarnpkg.com/package/set-value,MIT,
shebang-command@npm:1.2.0,https://yarnpkg.com/package/shebang-command,MIT,
shebang-regex@npm:1.0.0,https://yarnpkg.com/package/shebang-regex,MIT,
shellwords@npm:0.1.1,https://yarnpkg.com/package/shellwords,MIT,
signal-exit@npm:3.0.2,https://yarnpkg.com/package/signal-exit,ISC,
sisteransi@npm:1.0.4,https://yarnpkg.com/package/sisteransi,MIT,
slash@npm:2.0.0,https://yarnpkg.com/package/slash,MIT,
slice-ansi@npm:2.1.0,https://yarnpkg.com/package/slice-ansi,MIT,
snapdragon-node@npm:2.1.1,https://yarnpkg.com/package/snapdragon-node,MIT,
snapdragon-util@npm:3.0.1,https://yarnpkg.com/package/snapdragon-util,MIT,
snapdragon@npm:0.8.2,https://yarnpkg.com/package/snapdragon,MIT,
source-map-resolve@npm:0.5.2,https://yarnpkg.com/package/source-map-resolve,MIT,
source-map-support@npm:0.5.16,https://yarnpkg.com/package/source-map-support,MIT,
source-map-url@npm:0.4.0,https://yarnpkg.com/package/source-map-url,MIT,
source-map@npm:0.5.7,https://yarnpkg.com/package/source-map,BSD-3-Clause,
source-map@npm:0.6.1,https://yarnpkg.com/package/source-map,BSD-3-Clause,
spdx-correct@npm:3.1.0,https://yarnpkg.com/package/spdx-correct,Apache-2.0,
spdx-exceptions@npm:2.2.0,https://yarnpkg.com/package/spdx-exceptions,CC-BY-3.0,
spdx-expression-parse@npm:3.0.0,https://yarnpkg.com/package/spdx-expression-parse,MIT,
spdx-license-ids@npm:3.0.5,https://yarnpkg.com/package/spdx-license-ids,CC0-1.0,
split-string@npm:3.1.0,https://yarnpkg.com/package/split-string,MIT,
sprintf-js@npm:1.0.3,https://yarnpkg.com/package/sprintf-js,BSD-3-Clause,
sshpk@npm:1.16.1,https://yarnpkg.com/package/sshpk,MIT,
stack-utils@npm:1.0.2,https://yarnpkg.com/package/stack-utils,MIT,
static-extend@npm:0.1.2,https://yarnpkg.com/package/static-extend,MIT,
stealthy-require@npm:1.1.1,https://yarnpkg.com/package/stealthy-require,ISC,
string-length@npm:2.0.0,https://yarnpkg.com/package/string-length,MIT,
string-width@npm:1.0.2,https://yarnpkg.com/package/string-width,MIT,
string-width@npm:3.1.0,https://yarnpkg.com/package/string-width,MIT,
string-width@npm:4.2.0,https://yarnpkg.com/package/string-width,MIT,
string.prototype.trimleft@npm:2.1.0,https://yarnpkg.com/package/string.prototype.trimleft,MIT,
string.prototype.trimright@npm:2.1.0,https://yarnpkg.com/package/string.prototype.trimright,MIT,
string_decoder@npm:1.1.1,https://yarnpkg.com/package/string_decoder,MIT,
strip-ansi@npm:3.0.1,https://yarnpkg.com/package/strip-ansi,MIT,
strip-ansi@npm:4.0.0,https://yarnpkg.com/package/strip-ansi,MIT,
strip-ansi@npm:5.2.0,https://yarnpkg.com/package/strip-ansi,MIT,
strip-ansi@npm:6.0.0,https://yarnpkg.com/package/strip-ansi,MIT,
strip-bom@npm:3.0.0,https://yarnpkg.com/package/strip-bom,MIT,
strip-eof@npm:1.0.0,https://yarnpkg.com/package/strip-eof,MIT,
strip-json-comments@npm:2.0.1,https://yarnpkg.com/package/strip-json-comments,MIT,
strip-json-comments@npm:3.0.1,https://yarnpkg.com/package/strip-json-comments,MIT,
supports-color@npm:5.5.0,https://yarnpkg.com/package/supports-color,MIT,
supports-color@npm:6.1.0,https://yarnpkg.com/package/supports-color,MIT,
supports-color@npm:7.1.0,https://yarnpkg.com/package/supports-color,MIT,
symbol-tree@npm:3.2.4,https://yarnpkg.com/package/symbol-tree,MIT,
synchronous-promise@npm:2.0.10,https://yarnpkg.com/package/synchronous-promise,BSD-3-Clause,
table@npm:5.4.6,https://yarnpkg.com/package/table,BSD-3-Clause,
tar@npm:4.4.13,https://yarnpkg.com/package/tar,ISC,
test-exclude@npm:5.2.3,https://yarnpkg.com/package/test-exclude,ISC,
text-table@npm:0.2.0,https://yarnpkg.com/package/text-table,MIT,
throat@npm:4.1.0,https://yarnpkg.com/package/throat,MIT,
through@npm:2.3.8,https://yarnpkg.com/package/through,MIT,
tmp@npm:0.0.33,https://yarnpkg.com/package/tmp,MIT,
tmp@npm:0.1.0,https://yarnpkg.com/package/tmp,MIT,
tmpl@npm:1.0.4,https://yarnpkg.com/package/tmpl,BSD-3-Clause,
to-fast-properties@npm:2.0.0,https://yarnpkg.com/package/to-fast-properties,MIT,
to-object-path@npm:0.3.0,https://yarnpkg.com/package/to-object-path,MIT,
to-readable-stream@npm:1.0.0,https://yarnpkg.com/package/to-readable-stream,MIT,
to-regex-range@npm:2.1.1,https://yarnpkg.com/package/to-regex-range,MIT,
to-regex@npm:3.0.2,https://yarnpkg.com/package/to-regex,MIT,
toposort@npm:2.0.2,https://yarnpkg.com/package/toposort,MIT,
tough-cookie@npm:2.4.3,https://yarnpkg.com/package/tough-cookie,BSD-3-Clause,
tough-cookie@npm:2.5.0,https://yarnpkg.com/package/tough-cookie,BSD-3-Clause,
tr46@npm:1.0.1,https://yarnpkg.com/package/tr46,MIT,
tslib@npm:1.10.0,https://yarnpkg.com/package/tslib,Apache-2.0,
tsutils@npm:3.17.1,https://yarnpkg.com/package/tsutils,MIT,
tunnel-agent@npm:0.6.0,https://yarnpkg.com/package/tunnel-agent,Apache-2.0,
tweetnacl@npm:0.14.5,https://yarnpkg.com/package/tweetnacl,Unlicense,
type-check@npm:0.3.2,https://yarnpkg.com/package/type-check,MIT,
type-fest@npm:0.8.1,https://yarnpkg.com/package/type-fest,(MIT OR CC0-1.0),
typescript@npm:3.7.4,https://yarnpkg.com/package/typescript,Apache-2.0,
typescript@patch:typescript@npm%3A3.7.4#builtin<compat/typescript>::version=3.7.4&hash=226bd1,https://yarnpkg.com/package/typescript,Apache-2.0,
uglify-js@npm:3.7.0,https://yarnpkg.com/package/uglify-js,BSD-2-Clause,
union-value@npm:1.0.1,https://yarnpkg.com/package/union-value,MIT,
unset-value@npm:1.0.0,https://yarnpkg.com/package/unset-value,MIT,
upath@npm:1.2.0,https://yarnpkg.com/package/upath,MIT,
uri-js@npm:4.2.2,https://yarnpkg.com/package/uri-js,BSD-2-Clause,
urix@npm:0.1.0,https://yarnpkg.com/package/urix,MIT,
url-parse-lax@npm:3.0.0,https://yarnpkg.com/package/url-parse-lax,MIT,
use@npm:3.1.1,https://yarnpkg.com/package/use,MIT,
util-deprecate@npm:1.0.2,https://yarnpkg.com/package/util-deprecate,MIT,
util.promisify@npm:1.0.0,https://yarnpkg.com/package/util.promisify,MIT,
uuid@npm:3.3.3,https://yarnpkg.com/package/uuid,MIT,
v8-compile-cache@npm:2.1.0,https://yarnpkg.com/package/v8-compile-cache,MIT,
validate-npm-package-license@npm:3.0.4,https://yarnpkg.com/package/validate-npm-package-license,Apache-2.0,
verror@npm:1.10.0,https://yarnpkg.com/package/verror,MIT,
w3c-hr-time@npm:1.0.1,https://yarnpkg.com/package/w3c-hr-time,MIT,
walker@npm:1.0.7,https://yarnpkg.com/package/walker,Apache-2.0,
webidl-conversions@npm:4.0.2,https://yarnpkg.com/package/webidl-conversions,BSD-2-Clause,
whatwg-encoding@npm:1.0.5,https://yarnpkg.com/package/whatwg-encoding,MIT,
whatwg-mimetype@npm:2.3.0,https://yarnpkg.com/package/whatwg-mimetype,MIT,
whatwg-url@npm:6.5.0,https://yarnpkg.com/package/whatwg-url,MIT,
whatwg-url@npm:7.1.0,https://yarnpkg.com/package/whatwg-url,MIT,
which-module@npm:2.0.0,https://yarnpkg.com/package/which-module,ISC,
which@npm:1.3.1,https://yarnpkg.com/package/which,ISC,
wide-align@npm:1.1.3,https://yarnpkg.com/package/wide-align,ISC,
word-wrap@npm:1.2.3,https://yarnpkg.com/package/word-wrap,MIT,
wordwrap@npm:0.0.3,https://yarnpkg.com/package/wordwrap,MIT,
wrap-ansi@npm:5.1.0,https://yarnpkg.com/package/wrap-ansi,MIT,
wrappy@npm:1.0.2,https://yarnpkg.com/package/wrappy,ISC,
write-file-atomic@npm:2.4.1,https://yarnpkg.com/package/write-file-atomic,ISC,
write@npm:1.0.3,https://yarnpkg.com/package/write,MIT,
ws@npm:5.2.2,https://yarnpkg.com/package/ws,MIT,
xml-name-validator@npm:3.0.0,https://yarnpkg.com/package/xml-name-validator,Apache-2.0,
y18n@npm:4.0.0,https://yarnpkg.com/package/y18n,ISC,
yallist@npm:3.1.1,https://yarnpkg.com/package/yallist,ISC,
yargs-parser@npm:13.1.1,https://yarnpkg.com/package/yargs-parser,ISC,
yargs@npm:13.3.0,https://yarnpkg.com/package/yargs,MIT,
yup@npm:0.27.0,https://yarnpkg.com/package/yup,MIT,
